Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
cc8bea42-053f-f26d-9790-c9c648361790,1967-10-06,2000-07-06,999-76-4696,S99938623,X50045808X,Mrs.,Roseanna881,Fisher429,,Emard19,M,white,nonhispanic,F,Northbridge  Massachusetts  US,398 Schulist Byway,Holyoke,Massachusetts,Hampden County,01040,42.24199122695169,-72.650071556395,1204765.9324999999,35358.3675
7cfbccad-2a81-400a-4858-1d2f4b680960,1994-09-17,,999-86-2397,S99969481,X18681509X,Mr.,Nathan164,Stroman228,,,M,white,nonhispanic,M,Pinehurst  Massachusetts  US,387 Bailey Ramp Apt 77,Williamsburg,Massachusetts,Hampshire County,,42.412971343617855,-72.71432345131458,700378.1025000003,2113.9575
b91dc3fd-3ed0-eb50-9376-e9bd9ab26940,1964-05-04,,999-70-6201,S99975578,X49011318X,Mr.,Lenard338,Carroll471,,,M,white,nonhispanic,M,Rockland  Massachusetts  US,365 Dickens Landing Suite 59,Attleboro,Massachusetts,Bristol County,,41.979617809866525,-71.30336218781056,1505267.2999999996,6863.9699999999975
4b10c406-d391-31dc-cefd-5812b6832cf9,1952-02-07,,999-39-7871,S99954697,X38998620X,Mrs.,Beth967,Osinski784,,Goldner995,M,black,nonhispanic,F,New Bedford  Massachusetts  US,620 Purdy Ferry,Merrimac,Massachusetts,Essex County,,42.866773185945064,-70.98977812508068,3056980.397000001,678693.7329999998
83a86980-de17-1b13-d31a-78f2376649af,2001-08-31,,999-99-5627,S99929008,X86326210X,Mr.,Stephan15,Krajcik437,,,,white,nonhispanic,M,Boston  Massachusetts  US,975 Kuvalis Port Apt 95,Amherst,Massachusetts,Hampshire County,,42.40588443841859,-72.48019151063855,469468.56999999995,5685.029999999999
2c098b38-279d-88b3-d553-e87b56eb1b04,1995-01-26,,999-38-3600,S99926392,X29662254X,Ms.,Marcela739,Almonte426,,,,white,hispanic,F,Wesley  Saint Andrew Parish  DM,393 Haley Road Unit 51,Chelsea,Massachusetts,Suffolk County,,42.372055696836405,-71.08489340966939,695019.1,310355.85
da97668c-bf70-6c4d-3157-24aae70ed237,1928-11-13,2000-05-11,999-31-9246,S99956047,X21379694X,Ms.,Talisha682,Parisian75,,,S,asian,nonhispanic,F,Hyderabad  Andhra Pradesh  IN,1039 Kautzer Knoll,Burlington,Massachusetts,Middlesex County,01803,42.45371779934093,-71.24922225087198,1906475.9609999992,532006.3289999999
0dcad249-f39f-b137-eee3-8dd59a7ede1c,2001-04-19,2015-02-12,999-73-3313,,,,Dwayne786,Fisher429,,,,white,nonhispanic,M,Melrose  Massachusetts  US,105 Wuckert Crossroad,Cambridge,Massachusetts,Middlesex County,02142,42.33255999928039,-71.08462577380622,321384.7400000001,1676.1
f8cbe1ed-be00-21ac-5705-080cb286f964,1993-08-13,,999-18-2735,S99951343,X79754736X,Mrs.,Anna632,Davis923,,West559,M,white,nonhispanic,F,Gloucester  Massachusetts  US,496 Zboncak Meadow,Brookline,Massachusetts,Norfolk County,02445,42.35371538017977,-71.0693985208808,1312220.27,0.0
454bbec4-42bc-bd2c-fe3a-f8f4fc4346e9,2001-09-17,,999-88-1494,S99947520,X15711612X,Ms.,Kizzy275,Daniel959,,,,white,nonhispanic,F,Worcester  Massachusetts  US,649 Langosh Lock,Whitman,Massachusetts,Plymouth County,,42.03207888219829,-70.94616979852535,1602396.16,38825.19
6f0b58f9-cb95-1fb3-5fef-cd914f9b4de3,1980-11-15,,999-53-7954,S99931851,X37685126X,Ms.,Devon268,Bernhard322,,,S,white,hispanic,F,Berkley  Massachusetts  US,1065 Sporer Underpass,Methuen,Massachusetts,Essex County,01841,42.779823260715965,-71.16623735455963,1156272.05,447992.81
0cb8b8f9-fc42-2841-9578-dbff50c6c86e,2001-04-19,,999-76-8776,S99971089,X34841574X,Mr.,Reyes140,White193,,,,white,nonhispanic,M,Hingham  Massachusetts  US,175 Kihn Rapid Apt 20,Cambridge,Massachusetts,Middlesex County,02138,42.412730713092124,-71.10093976157745,1553465.5475,66037.85250000001
c893e2b1-4238-52b6-e8e1-1ed709e42ce3,1940-12-31,1993-05-15,999-26-6883,S99954934,X70290118X,Mr.,Darron84,Rowe323,,,M,white,nonhispanic,M,Boston  Massachusetts  US,355 Langworth Manor,Northborough,Massachusetts,Worcester County,01532,42.28944818941831,-71.62419324112342,1339839.4900000002,13424.91
dba87de8-9e28-0140-47c4-9419277178f0,1960-08-10,,999-26-5277,S99960730,X5905304X,Mrs.,Tomiko229,Ratke343,,Fisher429,M,white,nonhispanic,F,Dracut  Massachusetts  US,1016 Olson Wynd Apt 7,Brockton,Massachusetts,Plymouth County,02302,42.07439475879742,-71.07555548835532,2242714.7345,366862.67549999995
03e502b6-b810-06c1-7d65-83db077ed3ee,1967-10-06,,999-17-5418,S99998694,X43662804X,Mrs.,Katharyn928,Toy286,,Parisian75,M,white,nonhispanic,F,South Yarmouth  Massachusetts  US,922 Spinka Fort,Holyoke,Massachusetts,Hampden County,01040,42.17905857530585,-72.64365941623565,2385327.875,9436.575
bf079bf2-4d65-f4a6-0f7b-f02801b57177,2003-09-09,,999-99-9657,S99930232,,Ms.,Shana231,Ziemann98,,,,white,nonhispanic,F,Haverhill  Massachusetts  US,450 Sporer Branch Apt 52,Newton,Massachusetts,Middlesex County,02459,42.30618545483294,-71.27244277491607,1153967.73,37094.49
c329ae00-976d-4165-1e89-7e1f9e46ef43,1981-12-23,1993-12-15,999-21-1380,,,,Morris740,Ruecker817,,,,white,nonhispanic,M,Waltham  Massachusetts  US,490 Lang Gateway,Watertown,Massachusetts,Middlesex County,,42.34697938454098,-71.14288018952662,348048.7100000001,0.0
e61fe1f4-3daa-bbeb-649a-fdae0eeee227,2013-07-16,,999-15-4143,,,,Hilario934,Stroman228,,,,hawaiian,nonhispanic,M,Hadley  Massachusetts  US,423 Johns Esplanade Suite 26,Rockport,Massachusetts,Essex County,,42.69921250320708,-70.65440336296543,205587.17,2453.1600000000003
94c64aed-cca1-dc80-c180-5ba446c00df4,1990-10-12,,999-23-4670,S99959288,X63254571X,Mrs.,Jerica256,Pfeffer420,,Towne435,M,white,nonhispanic,F,Westfield  Massachusetts  US,312 Frami Walk Unit 17,Milton,Massachusetts,Norfolk County,,42.194284719295354,-71.05182032515076,2130767.7660000003,206222.404
42017485-34da-0251-9969-577a72265086,1997-05-04,,999-68-5210,S99956314,X66241935X,Mr.,Charles364,Klocko335,,,,white,hispanic,M,Rochester  Massachusetts  US,211 Wiza Quay Apt 54,West Springfield,Massachusetts,Hampden County,,42.136409508568,-72.68706782396335,599975.7875,696.3525
01d78eb5-7f50-45e9-f524-921196a3dffe,2000-12-13,,999-67-3382,S99973218,X29205391X,Ms.,Siu135,Konopelski743,,,,white,nonhispanic,F,Rehoboth  Massachusetts  US,397 Leffler Hollow,Chelsea,Massachusetts,Suffolk County,02149,42.41643507693516,-71.00567786179414,75594.48399999998,214867.08599999995
05801c88-9f2e-536e-9068-4b7b4431d072,1994-01-17,,999-76-3109,S99927819,X69226720X,Mrs.,Shanda945,Cremin516,,Ankunding277,M,white,nonhispanic,F,Westwood  Massachusetts  US,233 Wuckert Promenade Apt 82,Walpole,Massachusetts,Norfolk County,,42.09653533455578,-71.25929277026822,692391.435,295.84499999999986
32f516f7-b223-278c-d0de-5c0b9d70654c,1986-02-05,,999-25-7185,S99987618,X29274744X,Mr.,Randell912,Reinger292,,,M,white,nonhispanic,M,Charlton  Massachusetts  US,800 O'Hara Fort Apt 20,Belmont,Massachusetts,Middlesex County,,42.414361073549614,-71.13825412425699,883046.3274999999,2485.7025
5da2277e-7922-0f7c-513d-fcb794d088e7,1981-12-23,,999-75-6970,S99995048,X64531688X,Mr.,Rosario163,Brekke496,,,M,white,nonhispanic,M,Billerica  Massachusetts  US,645 Koelpin Drive,Watertown,Massachusetts,Middlesex County,,42.35417156605632,-71.17424184040634,990560.2374999999,234.92249999999993
f541e07d-a9c8-3631-5050-a25b2bd2c76e,1962-04-23,1989-04-24,999-26-2295,S99935606,X71100440X,Mrs.,Argelia29,Zulauf375,,Walter473,M,white,nonhispanic,F,Worcester  Massachusetts  US,240 Will Lock Apt 45,Raynham,Massachusetts,Bristol County,,41.964757734626154,-71.0461074188469,714524.1740000001,223791.38599999997
30813a62-aa9f-3c7c-cc52-6c3957a3c1b1,1928-11-13,,999-17-2762,S99912910,X54008264X,Mrs.,January966,Ledner144,,Schroeder447,M,asian,nonhispanic,F,Hyderabad  Andhra Pradesh  IN,120 Zieme Manor Unit 21,Burlington,Massachusetts,Middlesex County,,42.49935028619798,-71.27897602527372,2052142.1520000005,141990.30800000002
a57b5df9-090b-3367-e302-89f6c9660923,1994-05-01,,999-40-4854,S99964726,X29058973X,Mr.,Andrea7,Champlin946,,,M,hawaiian,nonhispanic,M,Raynham  Massachusetts  US,435 Gleason Rue Unit 21,Methuen,Massachusetts,Essex County,,42.74949305237809,-71.20909629531724,86829.43049999999,29629.1795
ad134528-56a5-35fd-c37f-466ff119c625,1940-12-31,,999-98-4342,S99946280,X84186192X,Mr.,Allen322,Ferry570,,,M,white,nonhispanic,M,Millis  Massachusetts  US,217 Robel Promenade,Northborough,Massachusetts,Worcester County,,42.333816171984,-71.69423255913725,3232521.0195,464013.1605
0b43ab26-950f-0680-3c41-f0db599d643d,1987-10-01,,999-48-7624,S99931271,X54854257X,Mr.,Shaun461,Franecki195,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,821 Koelpin Boulevard Suite 36,Medford,Massachusetts,Middlesex County,02155,42.4666209506772,-71.11618325943618,858362.4549999998,1194.8549999999998
60b0873c-9665-b3f0-61f4-d09ae9667a27,1947-08-16,,999-38-1741,S99920330,X19235276X,Mrs.,Nedra260,Dooley940,,Howell947,M,white,nonhispanic,F,Lanesborough  Massachusetts  US,165 Hodkiewicz Grove Suite 54,Malden,Massachusetts,Middlesex County,,42.44438588856439,-71.1289720523399,1583209.169,312873.741
eb7cffc3-28d2-e8b0-72bc-8e86860ed313,1962-04-23,2016-07-21,999-36-8879,S99927631,X35294594X,Ms.,Shonna561,Cassin499,,,S,white,nonhispanic,F,Winchester  Massachusetts  US,246 Gusikowski Underpass,Raynham,Massachusetts,Bristol County,,41.94063798982417,-71.08227896199163,1840593.0890000002,265931.741
40ef2428-c142-6e65-8e0e-0ee4098dda28,1974-09-19,,999-62-5189,S99917935,X73174301X,Ms.,Meghan514,Jacobson885,,,S,white,nonhispanic,F,Weymouth  Massachusetts  US,967 Gutkowski Light,Somerville,Massachusetts,Middlesex County,02138,42.39974340176581,-71.17517600043432,1384466.0999999996,488.54999999999995
8a69ae35-07ad-e093-0162-ad02d8e1e070,2000-05-05,,999-11-2683,S99977121,X62564154X,Mr.,Dorsey40,Klein929,,,,white,nonhispanic,M,Agawam  Massachusetts  US,776 Abbott Gateway,Duxbury,Massachusetts,Plymouth County,02332,42.00592580615128,-70.67406624160796,541817.305,20.23499999999993
18022a84-1fd7-ba38-3567-efbc6a50e9d4,1967-05-11,,999-72-2163,S99927017,X11327446X,Mrs.,Narcisa997,Torphy630,,Rath779,M,white,nonhispanic,F,Haverhill  Massachusetts  US,752 Cormier Common Suite 91,Dedham,Massachusetts,Norfolk County,02026,42.26464792872736,-71.1317289089654,2021538.2089999996,360999.0510000001
8b1cdfbf-b2bc-1d7f-134c-5e040ee593d2,1926-07-19,1997-01-05,999-79-5092,S99993492,X41939127X,Mr.,Willis868,Koss676,,,S,white,nonhispanic,M,Lincoln  Massachusetts  US,252 Spinka Spur Unit 52,Wakefield,Massachusetts,Middlesex County,,42.54267366670686,-71.07983240336667,1871064.5380000002,40648.242
70da0834-3ef3-7dfe-ad2a-8a00b5f87749,2000-04-28,,999-55-7085,S99965827,X38975870X,Ms.,Reynalda736,Metz686,,,,white,nonhispanic,F,Framingham  Massachusetts  US,189 Johns Orchard Suite 72,Stoughton,Massachusetts,Norfolk County,,42.10087710045191,-71.13767323697056,626757.5625000001,18447.3675
73e6ab94-00b7-e78c-0f7c-a482ebf6a6f3,1964-05-09,,999-89-5447,S99974692,X45025527X,Mr.,Gus973,Roob72,,,S,white,nonhispanic,M,Mashpee Neck  Massachusetts  US,932 Moore Orchard Apt 86,Norfolk,Massachusetts,Norfolk County,,42.159766400516304,-71.29198525573409,142049.586,68690.434
1ab85caa-724e-d796-8d77-bcaf4a295826,1979-07-02,,999-15-9615,S99943047,X41252022X,Mrs.,Casey401,Jacobi462,,Shanahan202,M,other,nonhispanic,F,Lowell  Massachusetts  US,789 Deckow Arcade,Springfield,Massachusetts,Hampden County,01128,42.13228880650607,-72.59526109148385,634485.337,370888.87299999996
88d520e7-276e-65c7-1b5b-354aa27f2358,2003-08-06,,999-65-3260,S99943561,,Mr.,Stevie682,Wolff180,,,,white,hispanic,M,Weymouth  Massachusetts  US,747 Schultz Wynd,Lakeville,Massachusetts,Plymouth County,,41.84206910654075,-70.91102276111745,1122972.4149999998,164771.62500000003
32cd9cb6-2fca-7062-98f0-020f9946a6f5,1997-12-07,,999-38-9750,S99965355,X32360540X,Mr.,Stanford577,Schoen8,,,,white,nonhispanic,M,Dartmouth  Massachusetts  US,669 Schmidt Annex Apt 66,Northbridge,Massachusetts,Worcester County,,42.121858679051215,-71.69480832874744,601603.6025,1366.5674999999997
c42fab5d-77f6-9b8a-2e33-3339cc104394,1991-02-25,,999-68-7833,S99911315,X52134439X,Mr.,Hilario934,Stracke611,,,M,white,nonhispanic,M,Wilmington  Massachusetts  US,946 White Pathway Suite 50,New Bedford,Massachusetts,Bristol County,02745,41.58732500215205,-71.01525679798378,28777.93,0.0
3d5f91c2-0539-37c9-0691-d2bbe28c78e3,2002-03-01,,999-20-4381,S99923610,,Ms.,Lashonda618,Klein929,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,1030 Ledner Club Unit 86,Bourne,Massachusetts,Barnstable County,,41.778965690599904,-70.63844751020835,570693.255,267.765
a0d22ce4-8c1f-1168-5a83-aff4f79f4a1f,1989-01-07,,999-93-9172,S99977621,X53602914X,Mr.,Merlin721,Hane680,,,M,white,nonhispanic,M,Mansfield  Massachusetts  US,1079 Wiegand Alley Suite 26,Cambridge,Massachusetts,Middlesex County,02140,42.37442927014153,-71.09485570277836,808429.5274999999,518.3324999999998
7e2e283e-fef9-4061-4fa7-cf68be4a6dbf,2017-03-25,,999-28-8368,,,,Latesha830,Breitenberg711,,,,asian,nonhispanic,F,Belmont  Massachusetts  US,963 Langosh Station,Medford,Massachusetts,Middlesex County,,42.46962540167082,-71.06829867404579,125567.25,0.0
25d06c17-e5a4-02b2-a18f-67886970cefa,1969-02-02,,999-66-7856,S99937288,X41644284X,Mrs.,Illa976,Kuphal363,,Pagac496,M,black,nonhispanic,F,Webster  Massachusetts  US,497 Miller Divide Unit 37,Boston,Massachusetts,Suffolk County,02130,42.301326625139794,-71.13990950507957,1097057.5085000002,582015.7614999999
065e8a3d-b782-c088-2a17-6498d7d190bc,1996-11-01,,999-98-7243,S99957909,X88664635X,Mr.,Ezequiel972,Gulgowski816,,,,white,nonhispanic,M,Woburn  Massachusetts  US,110 Torphy Key,Braintree,Massachusetts,Norfolk County,02184,42.23573055977103,-71.00802046761754,620519.3399999999,12186.75
35514332-8f8e-fc6c-6dc4-850fc975f574,1969-05-20,1993-01-05,999-43-9266,S99924990,X25960382X,Mr.,Benjamin360,Pfeffer420,,,,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,667 Howell Esplanade Unit 23,Boston,Massachusetts,Suffolk County,02115,42.37845683335339,-71.12618483914532,1166745.3199999998,0.0
b75fc5f1-10f0-5103-82f3-e7957a48132a,1962-04-23,,999-79-2194,S99934490,X60808386X,Ms.,Lora418,Kilback373,,,S,white,nonhispanic,F,Gill  Massachusetts  US,468 Bins Track Suite 3,Raynham,Massachusetts,Bristol County,,41.92637257942571,-71.02391936136863,3435766.8599999994,22541.46
a4ce9a28-c676-33d4-1656-0cb7e4419883,2009-02-25,,999-31-6930,,,,Arnette709,Schamberger479,,,,white,nonhispanic,F,Upton  Massachusetts  US,183 Auer Trailer Unit 2,Northwest Harwich,Massachusetts,Barnstable County,,41.67857733912465,-70.1499308659487,232409.9575,3037.7025
df9b9e5b-c894-1879-c153-3e9df381f15b,1981-01-10,,999-60-8749,S99968145,X57643535X,Mrs.,Karma832,Klocko335,,Kohler843,M,white,hispanic,F,Springfield  Massachusetts  US,615 Frami Crossroad,Clinton,Massachusetts,Worcester County,01510,42.453779593526335,-71.70039210784147,421092.20550000033,790870.5445
140c88b4-afb8-dca3-92e5-3e688aa19800,2018-05-20,,999-74-8211,,,,Terri848,Grimes165,,,,white,nonhispanic,F,Leominster  Massachusetts  US,1004 Reichert Vale Apt 38,Uxbridge,Massachusetts,Worcester County,,42.09041428864198,-71.66042427347782,92022.17,56.21999999999992
7ec518e6-787e-cc8a-28f2-6da51fe584b8,1926-07-19,2010-06-02,999-47-8110,S99960805,X88527204X,Mr.,Scott935,Jakubowski832,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,447 Marquardt Village Suite 92,Wakefield,Massachusetts,Middlesex County,01880,42.519141082671545,-71.09190398872714,2685963.1554999994,517648.41449999996
17eddffe-9412-688c-7944-65251314b1c0,1977-11-21,,999-11-9036,S99978871,X40317298X,Mr.,Orval846,Schaefer657,,,M,white,nonhispanic,M,Hull  Massachusetts  US,759 Stanton Union,Burlington,Massachusetts,Middlesex County,,42.54006071527422,-71.18436861151234,1096723.97,2199.36
2783a318-7e6d-e3a7-fce7-2a70e66c6ba9,2006-01-27,,999-74-1908,,,,Yevette778,Tillman293,,,,white,nonhispanic,F,Amherst  Massachusetts  US,1046 Farrell Corner Unit 88,Swansea,Massachusetts,Bristol County,,41.79346953871146,-71.23548687993342,410812.7200000001,0.0
153c68e6-08e5-a751-1f6b-4439d279681d,1951-11-27,,999-95-8491,S99919171,X75482818X,Mr.,Brain142,Wuckert783,,,M,white,nonhispanic,M,Boston  Massachusetts  US,826 DuBuque Corner,Dennis,Massachusetts,Barnstable County,,41.69941683708563,-70.20731435227447,2234679.0100000002,62377.95
918e387f-cb9a-ec9f-ab54-65467a4df548,1995-04-12,,999-24-9850,S99939099,X5171132X,Mr.,Frederick289,Conroy74,,,,white,nonhispanic,M,Methuen  Massachusetts  US,750 Feeney Terrace Apt 93,Boston,Massachusetts,Suffolk County,02110,42.216837907689886,-71.11819232668336,1458838.3199999998,1277.19
f4018f25-2220-b846-1dea-5d0818e0baea,1971-04-29,1972-02-06,999-31-4093,,,,Vennie613,Hermiston71,,,,white,nonhispanic,F,Shirley  Massachusetts  US,538 Morar Trafficway,Lowell,Massachusetts,Middlesex County,01854,42.664419805758236,-71.34942706470609,26742.310000000005,0.0
1fe3dce8-51b2-98ed-751e-dd8f64a48fb7,1976-04-15,,999-67-4107,S99944410,X15086099X,Mr.,Martin117,Raynor401,,,M,white,nonhispanic,M,Amherst Center  Massachusetts  US,515 Cormier Village,Melrose,Massachusetts,Middlesex County,,42.445109709271854,-71.06786593216407,1074784.2799999996,204.38999999999987
79823958-40ce-9882-a2da-9ff37be49b19,1969-07-01,,999-73-7072,S99998636,X47165432X,Mrs.,Dorathy429,Wunsch504,,Kulas532,M,black,nonhispanic,F,Boston  Massachusetts  US,686 Kshlerin Parade,Westfield,Massachusetts,Hampden County,01086,42.160173675078404,-72.80038240851253,1758916.6205000002,238540.4795
177971b9-2284-1459-06de-165414d9de11,1989-10-12,,999-31-4903,S99993496,X32639231X,Mrs.,Russell422,Robel940,,Leuschke194,M,white,nonhispanic,F,Lexington  Massachusetts  US,548 Farrell Path Suite 6,North Adams,Massachusetts,Berkshire County,01247,42.72003691863467,-73.10576767717207,1555287.9975,197730.3825
57e403fc-885a-3b44-804e-a034ca08413c,1969-05-20,,999-87-1892,S99978148,X78538580X,Mr.,Marc757,Rutherford999,,,S,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,434 Langworth Ville Suite 56,Boston,Massachusetts,Suffolk County,02113,42.32750954978397,-71.0896561823282,1289751.1775000002,12090.5325
7d5e31d3-163b-4a77-576b-1ed21adf8c09,2021-01-24,,999-61-3773,,,,Eli762,Douglas31,,,,white,nonhispanic,M,Boston  Massachusetts  US,981 Feeney Vista,Springfield,Massachusetts,Hampden County,01105,42.09439747542891,-72.49243251871854,27109.5,34.349999999999945
146f9020-c423-72ce-7c96-12e60f3f5910,2009-04-26,,999-25-6534,,,,Darin74,Williamson769,,,,white,nonhispanic,M,Billerica  Massachusetts  US,496 Blanda Forge Unit 90,Taunton,Massachusetts,Bristol County,,41.91273165167714,-71.07690636418579,327545.61750000005,7949.842500000001
767e1d64-d100-a9ec-fe05-073c6857ffa8,1965-04-10,,999-11-9695,S99948686,X71590169X,Ms.,Kylee806,Rempel203,,,S,black,nonhispanic,F,Weymouth  Massachusetts  US,609 Champlin Terrace,Revere,Massachusetts,Suffolk County,,42.41390472371682,-70.97305125699572,2210637.786000001,349290.94399999996
355a3cad-a055-c14b-117e-47accfc708ca,1991-01-12,,999-62-5328,S99998129,X24450449X,Mrs.,Carole948,Konopelski743,,Kulas532,M,white,nonhispanic,F,Franklin  Massachusetts  US,616 Kulas Stravenue,Cambridge,Massachusetts,Middlesex County,02472,42.38678045892407,-71.17782380273219,929404.801,356003.799
e841df97-29d6-fe22-3ebc-a837d092b339,1971-04-29,,999-92-2026,S99946928,X36556404X,Mrs.,Zandra428,Kerluke267,,Huel628,M,white,nonhispanic,F,North Reading  Massachusetts  US,904 Marks Camp Suite 72,Lowell,Massachusetts,Middlesex County,01854,42.65839816782073,-71.3565800638384,2097055.6014999999,35113.7385
7683e3a1-996d-1f2a-8bca-a463ad969cc1,1958-04-04,,999-95-4370,S99967577,X37085741X,Mrs.,Luanna919,Schuppe920,,Kohler843,M,white,nonhispanic,F,Boston  Massachusetts  US,521 Conroy Crossing,Carver,Massachusetts,Plymouth County,,41.906761636670566,-70.70149031915287,1564581.0510000004,180781.949
7442e18c-ac59-805d-6140-6db8778408b5,2006-11-03,,999-36-1547,,,,Kristeen693,Paucek755,,,,other,nonhispanic,F,Sharon  Massachusetts  US,797 Nikolaus Lane Suite 38,Lowell,Massachusetts,Middlesex County,01851,42.6291831109308,-71.26878942957735,377244.56999999995,659.22
e65573ba-e39e-bac4-2e49-2d3cf9a538b8,1965-06-03,,999-74-2017,S99935685,X18910084X,Ms.,Elza246,Johnson679,,,S,white,nonhispanic,F,Boston  Massachusetts  US,665 Mayert Common Apt 54,Braintree,Massachusetts,Norfolk County,02184,42.25200991350289,-71.04628517610672,2239357.518,406383.472
1a9659fb-0cbb-50af-d820-04a12c1b2604,2008-10-24,,999-90-4292,,,,Sylvia544,Collins926,,,,white,nonhispanic,F,Shrewsbury  Massachusetts  US,482 Collier Spur Apt 44,Lowell,Massachusetts,Middlesex County,01854,42.640340144488434,-71.32004511154354,167199.68999999997,0.0
ce032ded-978b-b56b-425f-5159d4a4038e,1988-01-30,1988-09-22,999-17-4216,,,,Francisco472,Stracke611,,,,white,hispanic,M,Framingham  Massachusetts  US,1060 Legros Viaduct,Somerville,Massachusetts,Middlesex County,02144,42.37368204448536,-71.13577196470742,30735.91,0.0
a8c08d9f-a2ae-46c6-0371-f596ed13d1cf,1926-07-19,2020-05-01,999-76-3663,S99926333,X52499790X,Mr.,Parker433,Hauck852,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1088 Robel Vale Apt 87,Wakefield,Massachusetts,Middlesex County,01940,42.51478901756575,-71.0299990345602,2274651.7910000007,803731.1089999999
58a3b04c-07b8-fd55-b008-316dbd1fe190,1984-06-09,,999-99-7021,S99977581,X29794551X,Mrs.,Carman694,Wyman904,,Kiehn525,M,white,nonhispanic,F,West Springfield  Massachusetts  US,689 Ondricka Underpass,Bedford,Massachusetts,Middlesex County,01730,42.45924152498501,-71.2946449685908,1350906.034,583250.8859999999
fcf025a4-3827-2f50-d719-c8981cdffda9,1964-04-26,,999-79-6586,S99968965,X47865486X,Mr.,Tracy345,Kirlin939,,,S,white,nonhispanic,M,Lawrence  Massachusetts  US,1040 Emmerich Heights,Northbridge,Massachusetts,Worcester County,,42.10785923016278,-71.66836050841279,181042.686,70921.03400000001
03b291e7-6d3f-d687-eac7-cb46455f34e3,1938-05-16,,999-36-6068,S99995629,X25939616X,Mr.,Rudolf736,Reilly981,PhD,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,576 Dare Corner Apt 25,Westwood,Massachusetts,Norfolk County,,42.23834904825631,-71.21343189484915,1943519.025000001,33800.594999999994
1f06f787-61cd-dd2d-a6b2-347507100f10,1974-07-07,,999-39-9348,S99925093,X30136080X,Mr.,Noel608,Quigley282,,,S,white,nonhispanic,M,Williamstown  Massachusetts  US,706 Baumbach Terrace,Mansfield Center,Massachusetts,Bristol County,,42.06861446397959,-71.18331512546456,1028714.0024999998,2114.4975
22b01ffb-7537-e873-3a7c-0d6961c498d7,2018-10-29,,999-61-6244,,,,Elton404,Homenick806,,,,black,nonhispanic,M,Marlborough  Massachusetts  US,859 King Road,Middleborough,Massachusetts,Plymouth County,,41.90654157220239,-70.82643897069039,88103.03,206.21999999999997
80591a09-43a2-3933-605e-d14dd364f2c5,1996-09-05,,999-54-7963,S99925899,X50906127X,Ms.,Ciara810,Effertz744,,,,white,nonhispanic,F,Lynn  Massachusetts  US,522 Altenwerth Divide,Boston,Massachusetts,Suffolk County,02125,42.29539340255773,-71.03871220080076,1228658.7795,360575.88049999997
f53de9cd-1222-a913-829a-08a06e9b1581,2004-06-18,,999-72-4879,S99993234,,,Tyler508,Bergnaum523,,,,white,nonhispanic,M,Holliston  Massachusetts  US,740 Goodwin Corner Apt 26,Wellesley,Massachusetts,Norfolk County,02481,42.2952812507903,-71.31571642094966,438602.8175,906.3224999999999
811c2d6c-eef7-0134-6f19-d4aea9606922,1980-04-08,,999-18-7464,S99922570,X41778439X,Mr.,Floyd420,Kunze215,,,M,white,nonhispanic,M,Westford  Massachusetts  US,635 Borer Lane Unit 4,Dover,Massachusetts,Norfolk County,02030,42.25776077747949,-71.28144847645568,1071479.3274999997,21124.0725
75bae569-fca6-6a70-00fe-2910d51ddd65,1988-01-30,,999-61-5889,S99987011,X50963702X,Mr.,Jewell855,Schmidt332,,,M,white,hispanic,M,Boston  Massachusetts  US,583 Leuschke Ville Unit 51,Somerville,Massachusetts,Middlesex County,02155,42.40594819182724,-71.14502502773036,838124.175,1384.3049999999998
34f26c54-34b6-ad2b-db7c-5ff818b0456c,1991-02-11,,999-58-7405,S99913802,X7702108X,Mr.,Darrel772,O'Reilly797,,,M,white,nonhispanic,M,Boston  Massachusetts  US,122 Satterfield Neck Suite 20,Brookline,Massachusetts,Norfolk County,02467,42.321870882709014,-71.14792226769478,808206.4425000001,1982.1674999999996
7014a3c8-c168-7809-d981-f7f4cc181442,1966-05-22,,999-29-2584,S99978327,X81349489X,Mrs.,Noriko180,Mayert710,,Ward668,M,white,nonhispanic,F,Raynham  Massachusetts  US,1002 Grimes Key Suite 18,Wenham,Massachusetts,Essex County,,42.59576100937666,-70.87717035280096,3491927.8905000007,98696.44949999999
c03807d7-0b42-0490-23f0-8caeb7c38e74,1926-07-19,1995-09-06,999-54-3679,S99988410,X69412774X,Mr.,Marion502,Ondricka197,,,M,white,nonhispanic,M,Grafton  Massachusetts  US,182 Hansen Hollow Apt 29,Wakefield,Massachusetts,Middlesex County,,42.48441187029622,-71.06328451520129,3194932.1100000003,1232.79
